english_text,type
"Heard that all the people of the kingdom were engrossed in the great festival--only in the darkness alone in the land of Arr Bhumi, gnawed by insects, bearing the burden of chains.",sadhu
He must have known in his heart that all these jays are clever,sadhu
Happy horse with all the speed of arrows,sadhu
"Aunt said to Tamanna, ""Tamanna. You leave this room for a while",cholito
Orphanage Wants to give for making,cholito
Teal broke in the dark,cholito
I was surprised and said why the glasses,cholito
"Husband, wife cannot be one body 1//////. 3230015. 0011 There are different forms, but the soul is one, the mind is one, the illusion is one, the love is one, the hope is one, the hope is one, the soul is one, - all are one.",sadhu
Abdul Wahab's mother came to the battlefield after kissing Gazi Rahman Hossain's back to sacrifice her life.,sadhu
There will be none of the famous people of Bangladesh,cholito
"Ukraine's youth are optimistic about their country's future, but the situation is difficult. 🌱",cholito
The mind is near that particular mountain cave; Can that mind be attracted to all these remedies?,sadhu
Have you not heard that a hill tribe defeated Alamgir in Maharashtra?,sadhu
“Once you get down to forty there is a way,cholito
I'm not weak if it's more important than that,cholito
Why does he have to send money every month? did not say,cholito
"As you will understand, we will not understand; But that is more shame, than the slander of royal buffalo is more shame",sadhu
“Tea coffee will not need anything,cholito
"Nothing, a man with a common disease",cholito
why are you so mad,cholito
All are the pleasures of God,sadhu
Rajasingh's width is just,sadhu
Is there really a river with this name?,cholito
"""Abdul Jabbar was distracted and took the initiative to go to the capital",sadhu
No Muslim will touch me,sadhu
"No, don't do that",cholito
You really put my name in your list,cholito
Silently started chanting Churganam; Nephew,sadhu
"If the lamps and fans of the house are not cleaned regularly, dust accumulates.",cholito
"When Marwan left, he passed the highway for a while; Uncovered",sadhu
"” Prakast said, “It will be considered.” The King's side was trembling at Chandruda's rebuke.",sadhu
"Even if you rub it with your hands, nothing happens",sadhu
4. Emnt Govermept's pressure on the chest,sadhu
Today was really beautiful and fresh.,cholito
“Shall I bring chapatas,cholito
Now who will rescue him?,sadhu
"Hundreds of Suni-Khasi, God-devotees, how many Mahatajdvi Jitendriya great men with great power have fallen into this trap and lost their knowledge, there is no number.",sadhu
Eyes should not be human,cholito
"In such a situation, if the Bangla of this Bengali can be broken in such a way that Muslim-Bengal",sadhu
At first I was in a state of undivided vision,sadhu
Eat and wait for me,cholito
"Purandar saw his forehead shrinking, his nostrils flaring.",sadhu
The sound of rustling leaves shook the sky,sadhu
I left you in the hands of God,sadhu
That may not be possible,cholito
Am I the magician Jewel Aich?,cholito
Treatment is not being done due to lack of money,cholito
"% : Hirkhayi said, “I am responsible to you 8. 34 Ghugalanguriya",sadhu
"I am not afraid of the sacrifice. You have mixed me with your soil and made me walk around the sky in a savitrimandal. Many sunny days have passed. Grass has grown in my midst, flowers have bloomed in abundance, leaves have rained, flowers, fruits and myrrh",sadhu
Who is committing a great sin?,sadhu
Tonight was very quiet and deep.,cholito
but i,cholito
Is he reporting properly?,cholito
Do not arrange one,cholito
I am happy with that,cholito
Lack of protein in the body can cause hair loss and skin problems.,cholito
what are you doing,cholito
Can't even sit still,cholito
What crime did I commit?,cholito
"If the spell has virtue, if the medicine has power, is it like true love?",sadhu
Will fly away immediately,cholito
"You have never said, for what crime you left",sadhu
"My lord, I am a forest dweller. When I live in the forest, I often have to take off my clothes",sadhu
Can't throw it on the ground,cholito
Can't be defeated Seema,cholito
"It has attracted a lot of effort and a lot of joy, I am that",sadhu
"Therefore, the disorganization, which has shown signs of death among us in the villages, should be prevented by organizing the villages as soon as possible.",sadhu
For a long time nothing was heard on the other side,cholito
"A human head on a horse's body, a horse's head attached to a human body, could not determine what the bereaved soldiers would do after observing such a deplorable state of affairs.",sadhu
"I shuddered to touch that dirty, sticky surface.",cholito
But when we find ourselves in the crisis of self-sacrifice now,sadhu
"Saying this, Abdul Jabbar took a mirror in his left hand and held it to his wife's face.",sadhu
"The fish girl said, “It has been doubled",cholito
There was a headache,cholito
Fear even if you don't want to be afraid,cholito
Your body is cold so the fever is high,cholito
Above our seed is to fully awaken our own self,sadhu
"""Opening the can of beer, the doctor said, I am one of you",cholito
I did not sleep all night because of the pain of not being able to speak,cholito
(Later in relief) Woe to such a disciple,sadhu
I noticed that I entered for no reason,cholito
"Through the Upanishads, this family had a close association with prehistoric India",sadhu
Why do you tease me at the time of death?,sadhu
Quran recitation continued in the prayer room,cholito
"Shugarguja's servant is always free from want, because his mind is large.",cholito
Born You are one of the blessed,cholito
"Father said, don't be upset",cholito
"I was surprised and said, Badal is not in the country",cholito
I will be saved from hellfire by calling the name of an infidel,sadhu
“I won't say,cholito
"There is no end to the struggle between kings and kings--Kistu our Marshrayaman Benu-Kunj, the roofs are rising in the forest shade of our Amkithal, the guesthouses are being established, the ponds are being dug, Guru Mahanshay is butchering Shubaskari, peace-teaching is not stopped in Tole, Ramayana is being read in Chattimgp and the Arabe village of Kirvan The premises are bustling The society does not wait for outside help and does not suffer from outside disturbances",sadhu
He can tell you when he first got scared,cholito
"I had special favors and favors on you, you were a person of great faith, everyone knows that",sadhu
Today's sky is as cloudy as your mood.,cholito
"The maidservant who had come to Shivikaronhan, was walking in Deo Anga",sadhu
"He held Hossain's hand and said again, ""Brother.""",sadhu
Due respect should be shown to elders.,sadhu
"Love, play Niko",sadhu
Dhandas untied the daughter's blindfold,sadhu
"Phupa said, I will give you such a house with mugur that all the broken teeth will come out",cholito
Your skill was not asked,cholito
“What's your problem,cholito
"A futile way to popularize brokenness, history",sadhu
Maymuna's eyes began to water,sadhu
He is lying on the bed doing F F,cholito
"The inauguration of your masculinity has not only been announced with loud bangs, but today it has brought a cloud of love to the land of Trishatu.",sadhu
I did not understand what I was not seeing,cholito
I will get Savannah after a week,cholito
Out to play - I don't think so,sadhu
Can't see the cut on the snout,cholito
You always go to the village,sadhu
All his strength is gathered,sadhu
I became a very sensible boy,cholito
Asking the great Java might have given some clues.,cholito
"I feel that someone is sitting in my heart and stabbing my chest, 1//////. 3230015. 0011 Abdominal and abdominal muscles, all cut into pieces",sadhu
How will it be?,sadhu
"Far from Hasan, their father, who was such a great warrior, even if Ali rises from the grave and faces the battle field, there is no hope of victory different from their defeat.",sadhu
Why are you standing quietly?,cholito
"This discovery of ours, like all true discoverers, first came to us on a special occasion.",sadhu
The reader will think that this is a death sentence,sadhu
"Easy, because in that direction someone",sadhu
He doesn't come to Mia's rice hotel to eat,cholito
"Where can I get water, father?",sadhu
If Aran bechhuin be than,sadhu
Today the mind was shaking,sadhu
Not real people fake people,cholito
