sentence,type
ইহাতে আপনার পীড়াই বৃদ্ধি হইবে,sadhu
ডিনার কর আমাদের সঙ্গে,cholito
“সেটা আমি দেখব,cholito
কারান্ত শব্দ বলতে পারেন না,cholito
"” শুনিলেন, একজন বিখ্যাত “জ্যোতিষী” এই বাড়ীতে থাকে",sadhu
অলসতা জীবনের জন্য অভিশাপ স্বরূপ হইয়া থাকে।,sadhu
না দিলে না,cholito
"না, দুটা বেলীফুলের মালা থাকতে হবে",cholito
দিটকিগিরি নাল টি তাহ ভাসি দা রেশমী তোর এই টবে কি,cholito
“খবর দিতে হবে না,cholito
নিয়মিত চিকিৎসকের পরামর্শ নিলে অনেক বড় রোগ আগে থেকেই প্রতিরোধ করা যায়।,cholito
আগে আগে কীভাবে বললেন,cholito
"পাঠক মহ্থাশয়দিগের মধ্যে অনেকে গেধরাঁঙ্গিণীর বর্ণের প্রতিষ্ঠা করিতে পারেন, কিন্তু যদি কেহ এরূপ শ্যামার মন্ত্রে যুদ্ধ হুয়েন তবে ভীহাকে বণজ্ঞান- শুন্য বলিতে পাঁরির না",sadhu
"নিশীথ-আকাশ-মাঝে নয়ন তুলিয়া দেখিতেছি কোটি গ্রহতা রা স্থগভীরু তামসীর ছিন্রপথে যেন জ্যোতির্ধয় তোমার আভাস, ওহে মহা1-অন্ধকার, ওহে মহাজ্যোতি, অপ্রকাশ, চিরন্বপ্রকাশ",sadhu
আমি কিছুই বললাম না,cholito
"কিন্ত আমাদের পূর্বপুরুষের মানসী শক্তি যেভাবে কাজ করিয়াছে, আমাদেব মনে বদি তাহার কান নিদর্শন না পাই--আমরা যদ্দি কেব্ল তাহাদ্দের অর্বিকল অন্গকরণ করিয়া চলি, তবে বুঝিব আমাদের মধ্যে আনাদের পূর্বপুরুষ আর সজীব নাই",sadhu
আজকের রাতটা খুব মায়াবী।,cholito
তোমার সার্থকতা যেন সবার চোখে পড়ে।,cholito
নিতেই এক জীবন কেটে যাবে,cholito
"তিনি বললেন, হচ্ছে",cholito
বহন করিতে পারিব না,sadhu
"কিন্তু এ উত্সব তো শুধু আমোদ করা নয়, শর তে",sadhu
ইউক্রেনের লোকেরা যুদ্ধের মাধ্যমে তাদের স্বাধীনতা রক্ষার সংগ্রাম চালিয়ে যাচ্ছে। ✊,cholito
মেলি আছাড়ি লাঙ্গুল,sadhu
তুমি ওকে বিয়ে না করার সিদ্ধান্ত নিয়ে খুব ভালো কাজ,cholito
"না রূপা, আমাকে এক্ষুনি আসতে হবে",cholito
শিগগির মারা যাবেন,cholito
"বিলে, কি আঁমাঁর মন জাদিবাঁর জন্য বলিলে",sadhu
গ্রামে আমি ফকিরদের ঘোড়ায় চড়ে ভিক্ষা করতে দেখেছি,cholito
আমার সাহস নাই,cholito
তিনি আসিয়াছিলেন__পাহারাওয়ালা ছাড়িল না,sadhu
নাঁড়ীতে হাঁত দিয় দেখিলেদ,sadhu
"ভাবিয়া বলিল, “কাল ইহার উত্তর দিব",sadhu
আমি টেলিফোনে খোঁজ নেব,cholito
“লিভার ব্যথা করছে AN,cholito
"কারণ, কলহ অক্ষমের উত্তেজনাপ্রকাশ, তাহা অকর্্মণ্যের একপ্রকার আত্মবিনোদন",sadhu
আমি শারীরিক ব্যথা কমাতে পারি,cholito
