sentence,label,source
"I said, you are tired",cholito,Book
"I have been writing for a long time, Nan in various stages of life",sadhu,Book
But the interesting thing is that I do not know satar,cholito,Book
,sadhu,Book
I don't quite understand either,cholito,Book
"As I walk, the restlessness decreases",cholito,Book
So he raised his hand for a handshake,cholito,Book
"The residents of Madinah were sleeping in their homes, the evening meal was almost over, when the residents of the outskirts woke up on hearing a sudden noise.",sadhu,Book
"On the tree, it is one",sadhu,Book
"* If you see, you will be able to reach 7"" height.",sadhu,Book
"I said with a smile, it seems because you have some kind of crush on me",cholito,Book
"""If Ranjkardhor does not forget",sadhu,Book
I eat with you too,cholito,Book
,sadhu,Book
Can work even if the script is blocked,sadhu,Book
,sadhu,Book
I will listen to your private conversation,cholito,Book
The royal crown began to adorn the veins,sadhu,Book
Majeda aunt's main iron door is closed,cholito,Book
Ustadji made a mistake,cholito,Book
,sadhu,Book
"The city dwellers today are frenzied about the destruction, busy protecting the homeland",sadhu,Book
Must go by tomorrow night train,cholito,Book
I have also searched your house,sadhu,Book
Saying this Kasem stretched out his arms to embrace Sathina.,sadhu,Book
Three cups of tea under the bed,cholito,Book
,cholito,Book
,sadhu,Book
Rajput laughed,sadhu,Book
"A question arises, whether I support Samudradhatra) and if so, should I keep the rules of conduct according to Hinduism or not?",sadhu,Book
"But I say, what is the speed of human mind at any time, even he who owns it cannot know",sadhu,Book
"Rupa furrowed her eyebrows in annoyance and said, ""There is no use in talking nonsense.""",cholito,Book
You know how to make a bomb,cholito,Book
Whosoever shall be a chaste son among you shall remember your mother,sadhu,Book
I killed the mosquito,cholito,Book
"Himu brother listen, I will not treat my wife with this batter money",cholito,Book
Nothing but pocket excess,cholito,Book
Those who do not have the natural connection to do good,sadhu,Book
"The king of Rupnagar had some sepoys, not paid servants; Jee Karit When the call was called, he would come with a shield, a stick, a stick, and a cane; And everyone had a horse",sadhu,Book
"- Purandar said, ""Maharaj",sadhu,Book
Both understood the feelings of both,sadhu,Book
,cholito,Book
,cholito,Book
"His personal and family virtues were not enough, his devotion to the common good superseded all his previous virtues and crowned his career.",sadhu,Book
No need to rush to the station to catch the early morning train,cholito,Book
I only let my beloved people use that river,cholito,Book
Craniocugular fear wheel with exploratory gaze to the bottom,sadhu,Book
I wrote to you to inform you of the incident,cholito,Book
No one can advance near Akbar in a frontal battle and win,sadhu,Book
,sadhu,Book
I have never seen anyone with a stony body like yours,sadhu,Book
Just tell the driver where you want to go and he will take you,cholito,Book
Asha said why are you talking like a teacher,cholito,Book
,sadhu,Book
"From its manuscript a Genuite named Kakra (08690) plagiarized it and published a French translation, abbreviated but mixed with other material (1705 and 1715 in Sristab, Chui Khanda).",sadhu,Book
Murla got the order and went to Gangaram,sadhu,Book
I was sentenced to death in Jajkot for murder,cholito,Book
You are throwing pure tears at Shishusho,sadhu,Book
"How I was caught by the police, how to escape",cholito,Book
Today we have nothing to worry about unless we pull it very close,sadhu,Book
,cholito,Book
,cholito,Book
* I will request you to commit a great sin,sadhu,Book
"""It should, but the way is not coming",sadhu,Book
Will block my grocery route,sadhu,Book
I was forced to do it,sadhu,Book
"Success doesn't exist, it happens",sadhu,Book
,sadhu,Book
He who has been deluded by calling water land and north south knows that what is so easy becomes difficult in the dark.,sadhu,Book
The devil has no place to sit,cholito,Book
,cholito,Book
"""Kalima-rekha fell on everyone's face after listening to Rab Swakarn",sadhu,Book
"He himself was intelligent, efficient, hardworking and good in other royal qualities",sadhu,Book
I don't want to worry about why not,cholito,Book
He takes everything seriously,cholito,Book
"When your wife hears words, you hear them too",cholito,Book
At first it will run very slowly and then the speed will increase,cholito,Book
My body is aching with fever,cholito,Book
,sadhu,Book
One ear is falling due to the weight of the pendant,cholito,Book
Mr. Khalu is talking to his wife in a broken voice,cholito,Book
This is the first time I saw his hair cut short like boys,cholito,Book
"Maya, compassion, love is beyond reason",cholito,Book
"I said, none of mine",cholito,Book
,cholito,Book
I lay down with the sheet wrapped,cholito,Book
"""Someone says, ""It won't happen today, let's go back."" 8 Someone says, ""Look here",sadhu,Book
,sadhu,Book
Purandar went to Sinhalese in that sorrow,sadhu,Book
"One way to talk to a married girl, another way to an unmarried girl",cholito,Book
,cholito,Book
The meeting was surrounded by water,sadhu,Book
"Finally, Kapalik Gatrothana, Kariya",sadhu,Book
"Laltu Mia covered the empty part of the pants with her hand and said, ""No button"".",cholito,Book
Leaning against a closed door is definitely a questionable activity,cholito,Book
"Aunt said, tell the story later",cholito,Book
,sadhu,Book
"Little Maia, seven-eight years old",cholito,Book
"You really have power, you sleep, I go",cholito,Book
Morshed is also lost,cholito,Book
"Ged adhir shrot, halted Kaltan-_ Maun a milanrasi tymir all fell grass, in the deluge between douchabar the end of the doha.",sadhu,Book
He called them,sadhu,Book
,cholito,Book
From where did love come in this cruel body in the soul of man,sadhu,Book
Seema is your cousin,cholito,Book
He saw that the Rajput army lined up on both sides.,sadhu,Book
Some of them start believing you,cholito,Book
"""I have thought a lot, I have thought a lot, this old man did not come only to be initiated into religion",sadhu,Book
A bag of Rexin was left at my aunt's house,cholito,Book
"Well, the king maintained, he could come again",sadhu,Book
What happened is that you are relaxed,sadhu,Book
He used to keep your Hinduani even in Garangzeb's Puri,sadhu,Book
I have this problem since childhood,cholito,Book
,sadhu,Book
,cholito,Book
But confess one thing to me first-_You will not leave me after hearing the words,sadhu,Book
But you talk like a boy Ranu,cholito,Book
It has been written that this incident took place on the evening of Shahzada in some Der Garch,sadhu,Book
"Therefore, from then on, he has to make his way towards the eternal estuary, where eternity is still.",sadhu,Book
,cholito,Book
,sadhu,Book
Can't guess,cholito,Book
,sadhu,Book
,sadhu,Book
"This is my order today, that you do not leave this decorated body any more, and that you do not keep it in the cell.",sadhu,Book
"The darkness of the world is your only place, from where your call is like lightning between the wires",sadhu,Book
I want to show Majid the Taj Mahal once,cholito,Book
I am sitting in the boat,cholito,Book
"* Chakrikritcharuchapong praharbha, Matyugta ॥ In this regard, what is in the mind of the plaintiff, also in the mind of the law",sadhu,Book
,cholito,Book
I never think,cholito,Book
"Mr. Zainal took a small breath and said - When he wakes up at night, he feels very hungry",cholito,Book
Mr. Zainal has fallen ill,cholito,Book
,sadhu,Book
,sadhu,Book
"The lady said, suddenly means when",cholito,Book
"No, there is not a single pause in between",sadhu,Book
Why didn't you come yesterday?,cholito,Book
Only rickshaws and bicycles will run,cholito,Book
Astarohi came to Mishra Thakur,sadhu,Book
"There is a nurse, named Soma",cholito,Book
,cholito,Book
,cholito,Book
Then they started making their way with tools,sadhu,Book
,cholito,Book
Many things remain to be understood,cholito,Book
Ask me rather that I want re,sadhu,Book
Tamanna said you mean girls are 10 times more intelligent than men,cholito,Book
A little world had happened,sadhu,Book
"Khagmundharini Varana Chamunda, Rasi Rashi Kunum Sandalwood encrusted with poison",sadhu,Book
Men feel angry when they see tears in their eyes,cholito,Book
,cholito,Book
", you don't make a mystery about me either",cholito,Book
You did well without thinking,cholito,Book
That is what happened in the Buddhist era,sadhu,Book
"If I didn't meet you, I would be in big trouble",cholito,Book
,sadhu,Book
,sadhu,Book
It is overwhelming,sadhu,Book
"The girl's uncle said, there is a little problem",cholito,Book
There is some protection if there are two,cholito,Book
He also said that he did not come,sadhu,Book
We have sometimes come to know of the strange danger of driving the chariot of the country on a horse without a horse.,sadhu,Book
I managed to arouse a little curiosity in him,cholito,Book
Realize it directly in the middle of the country at Samtanbarit Yajshala,sadhu,Book
Went in search of sister,sadhu,Book
I smell a light perfume,cholito,Book
Who does not know what I have done to gain Zainab,sadhu,Book
I was able to say it because of the Mahapurush school training,cholito,Book
"One more thing I have made up my mind firmly - I will hand over to you this ancestral kingdom of Damascus, I can no longer keep it.",sadhu,Book
"It has become such an addiction that if you don't eat it, you get suffocated",cholito,Book
Girls like to eat in restaurants,cholito,Book
,cholito,Book
,cholito,Book
A bag on the man's shoulder,cholito,Book
"That, let him not call, if I call Jagadishwar as him, will he not hear",sadhu,Book
I surrender you today at the feet of God,sadhu,Book
There is a genuine difference of opinion between us on which side,sadhu,Book
,sadhu,Book
,sadhu,Book
I found out from the faithful secret seeker that Imam Hussain had left the city of Kufa and was heading towards Karbala.,sadhu,Book
I have only pointed out a few of the main goals that all the country's activities should be aimed at,sadhu,Book
"That is, the dove is not calling",cholito,Book
Hiding in the room next to you,cholito,Book
I was angry and hurt,cholito,Book
A red car is also standing on the side of the road,cholito,Book
This energy is expressed in various surprising and unimaginable ways only when given a suitable opportunity to act,sadhu,Book
,cholito,Book
am i alive,cholito,Book
Expect to come today,sadhu,Book
Tamardi's law does not apply to him,sadhu,Book
"When visiting Rabindranath Tagore's cottage in Shilaidha, Padma used to dig a hole and lay his head out.",cholito,Book
He sat in his brother's living room for an hour and came away,cholito,Book
Both his team Keshar Renu etc. were thoroughly tested and the infinite majesty of Pushpanishmata's infinite tricks.,sadhu,Book
,cholito,Book
I started thinking about Mayurakshi river,cholito,Book
Education: Upto Class III,cholito,Book
,cholito,Book
I will not tell anyone about you,sadhu,Book
An ageless result of human nature and laws; Manuscript is the result of mental and technical niplom,sadhu,Book
The next step is the end of all sufferings,sadhu,Book
,cholito,Book
Did he ever reply to all these words of yours?,sadhu,Book
"For, just as love has no reckoning when it comes to giving you, so a man who luckily gets it has no need to fret over his own merits.",sadhu,Book
